review_id,review_text,sentiment
446,paul reiser did a spectacular job in writing this movie peter falk gives the performance of his life it is worthy of an academy award this was one of the most poignant and funny movies of the year wit is fantastic and he is as good as it gets and as he was in his long running tv sitcom mad about you peter falk did a masterful job as his dad and peter who is now years young made us laugh and cry at the same time the supporting cast was equal to the task especially the gorgeous gorgeous elizabeth it is a must see movie for 2005 we bet that everyone across all ages and will love this movie and somehow relate to it in one way or another we have mothers and fathers and siblings like these in the movie we have all had the good and bad times together and wish things were the same but different,positive
447,this film was screen as part of the 2007 sydney film festival i had no expectation of the film as someone else choose it for me br br i actually like films that take time to develop films that allow the characters to unfold and lets the story flow is good but this film though was just plain slow br br credit must go to the two main actors there was a sense of tension between them as two totally different people really come together in a very awkward way there were tender moments and sadness as we learned more about them br br i also liked the setting and the way it was shot it was claustrophobic and and it added to the film's and the of the characters br br i just don't understand the ending what was the point of it all,negative
448,it was clear right from the beginning that 9 11 would inspire about as many films as world war ii and vietnam combined however there is certainly a big danger that most of these films to come are about as good or rather bad as pearl harbor it is a great luck that the first international release about 9 11 is not a cheesy love story starring a bunch of pretty faces but a collective work of 11 directors from the entire world br br i'm not to say that all 11 episodes are great for example has a needless prologue with too many cuts and has a really bizarre ending or that the segments are in the right order being the only one not referring directly to the twin towers should open the film not end it should be the last one instead as it's the most impressive one but it is an effort and an interesting portrayal of the way other parts of the world react to the collapse of the twin towers br br consider opening segment in which an teachers tries to explain to her what happened in new york and suggests a one minute silence or part which features a bin laden double so much resembling the real one that you'll be shocked when you see him i promise in which 5 boys about good things that can be done with the reward put out on laden br br there's a surprisingly good and extremely angry segment by ken about a man from talking about what he calls our september 11 that september 11 in 1973 when their elected president was killed and his with the generous help from henry and the cia this could have become a terrible effort in anti but it did become a sad tale and shares my recognition for the best segment with mainly sound impressions and phone calls from the planes to a black screen sometimes a few pictures of people falling down the and finally a tower ending with the screen up and one question appearing and about a hysterical reporter trying to get on air after a car bomb in tel hard to recognize but this one is a masterpiece of choreography br br all these different segments i haven't mentioned yet claude about a deaf girl about a of the women of mira strange but it takes an indian director to make the part that is probably most appealing to western tastes about a muslim family whose son is under a terrible suspicion after 9 11 and sean with ernest yes ernest as a widower leading the most life one can imagine add up to a unique film not easy to watch and hard to forget i am sure this film will be a classic known to everyone thirty years from now i hope it will be remembered for starting a long tradition of world cinema movies but alas it's far more it will be remembered as a one film only effort and as the one of the few 9 11 movies made by then that don't this terrible event to a love story with a happy end just to please the audience,positive
449,randolph scott is heading into to take a job with his uncle however on the way there the stage is held up even though they are not carrying a however a nice lady on board is 10 000 for her and her brother's business and the robbers seem to know this br br once in town scott goes to this uncle about the job however he soon learns that this uncle is a jerk the typical bad guy from westerns you know the rich guy who only wants to become by cheating and stealing and threatening until he owns everything and it just so happens that this jerk was behind the robbery scott demands that the uncle returns the money and then scott goes into business with the nice lady and her brother br br not surprisingly this is not the end of the problems just the beginning again and again of various types occur to try to crush the opposition one trick is to bring in a pretty lady to scott and his partners she's a crack shot and it looks bad for scott until he figures out why she's come to town br br unlike most later randolph scott films this one shows scott as a bit more man all too often in his films he's the last one to suggest violence but in this film he's quick to suggest a screw the law let's have a and later he's quick to the uncle what a surprise to see him as such a hot head though in most other ways he's the same old scott you'd expect br br as far as the film goes there's nothing particularly unusual about it hayes plays the usual character scott is a hero the baddie cannot be with and ultimately is destroyed and scott gets the girl despite this very typical plot it's all handled very well and as a result is well worth your time br br by the way there are two weird scenes in the film first late in the movie there is a fist fight between scott and the 1 henchman jr in it as he fights something i never saw before and i did admire how he could away as he got his butt kicked second get a load of that runaway scene with the whip now that was one impossible feat,positive
450,here it is the first ever episode of friends where we get introduced to control freak monica cox newly divorced ross david lisa unknown actor and ladies man matt le and very sarcastic chandler bing matthew perry this is how the scene starts off until we introduced to the and final friend kid rachel green jennifer aniston br br the episode is better than most people give credit for like any new sitcom the first episode isn't always fantastic the acting in this episode isn't great because the cast cannot identify and really believable in their new characters apart from and perry who shine br br matt le man his acting was down right dreadful because until later he gets more confident but i think he tries to be funny but at most fails br br david why does he over every word he cannot speak normally but he became one of the funniest characters in later seasons but he isn't confident and i cannot with him jennifer aniston looks hot and does a good job as rachel green but we only see the real rachel later in the 1st season cox looks quite in this episode its worrying she looks totally different now more she acting is a little but is in this 20 minute pilot lisa and matthew perry i'm doing these two together because their comic timing and acting quality was superb and for lisa this was one of her first roles and she is so natural as and matthew perry is just matthew perry playing himself basically the episode quality does improve later such as the sets they looks dark and creepy in this episode and makes them seem the acting is ok the characters gain confidence with each new scene and i am proud this is the pilot i hope we see the friends reunite cause they will always be there for us,positive
451,how this film a 6 7 rating is beyond belief it deserves nothing better than a 2 0 and clearly should rank among worst 100 films of all time national treasure is an to the national intelligence and just yet another assault made on american audiences by hollywood critics told of plot holes you could drive a 16 through br br i love the for this movie being good nicholas cage is cute come on people no wonder people around the world think americans are stupid this has to be the most stupid insulting movie i have ever seen if you wanted to see an actually decent film this season consider the million dollar baby or national treasure unfortunately got a lot more publicity than those terrific films i bet most of you reading this haven't even heard of them since some haven't been widely released yet br br nicholas cage is a terrific actor when he is in the right movies time after time i've seen cage waste his terrific talent in awful mind numbing films like con air the rock and face off when his talent is put to good use like in charlie adaptation he is an incredible actor br br bottom line i'd rather feed my hand to a wood than be subjected to this visual atrocity again,negative
452,no i haven't read the stephen king novel thinner but i down the film version horror movies are an acquired taste regular movies give an audience a hero to applaud as he to achieve a goal in horror movies audiences are invited to the demise of characters in director tom low fat but tasteless revenge thinner nobody wins and everybody deserves the bite that is put on them new england attorney billy robert john burke of 3 has a weight problem although he rocks the bathroom at 300 pounds he appears happily married to a wife of g i jane with a teenage daughter br br fat doesn't mean stupid here displays his in court when he wins an verdict for sleazy mafia joe of house of games driving home from a victory feast billy hits an old gypsy woman crossing the street and kills her a cover up occurs and friends get him out of the soup the disgruntled gypsy father michael of with a curse on the lawyer and the two town officials that him suddenly finds himself pounds no matter how much he when he begs the vengeful gypsy to lift the curse the old man refuses desperately to while struggles with the to remove the he learns that his loyal wife has turned his to the town's doctor br br thinner qualifies as not only laughably inept horror flick but the filmmakers also rely on stereotypes of men and women tom holland who directed child's play 1988 and michael mcdowell have served up such a script that you cannot watching billy get his just and up thinner boasts few shocks and fewer surprises the filmmakers may have king's novel but they have whatever sense of horror and humor it contained holland and mcdowell introduce characters such as the then inexplicably let them off the hook one minor character shows up long enough to die and have a head stuffed in his mouth br br the stereotypical behavior of the characters may offend audiences too thinner depicts women as and men as when home from a clinic he finds his doctor's sports car at his house his into jealousy and he up a scheme to get the curse transferred to this wife even the ending lacks any satirical flavor oscar winning special effects wizard greg of van and make up artist bob laden do a fabulous job up actor robert john burke to look they succeed too in making him br br only die hard stephen king fans will be able to stomach this misogynistic,negative
453,a splendid example of how hollywood could and still can take a masterpiece of literary fiction and foul it up br br in the case of the big sky writer dudley and company assumed they could improve upon a classic novel by the prize winning author a b in so doing they removed the soul of the story and any edge and impact it may have had as a film adaptation br br the epic nature of book and the evolution of its main character from a naive kentucky into a hardened and competent survivor mountain man has been replaced with a farce that bears little resemblance to the author's intent in the movie version presence is nothing except br br intriguing and even shocking plot elements that give novel impact and excitement have been removed for no apparent reason whatsoever most puzzling of all is the emphasis placed upon the character who was an incidental minor character in the book only a handful of pages on the other hand a very important and fascinating character dick the veteran is missing altogether it is also apparent that director decided the character in the movie played by actor wasn't irritating enough so was given a significant amount of time doing that obnoxious voice over narration that is the hollywood short cut for incompetent screen writing editing and direction br br some movies have actually improved upon the books upon which they were based william ben is an excellent example but this is horrible and depressing not only as an adaptation of a novel but as a film itself br br the story is dull and clichéd and the characters at least the ones that have not been edited out of the script are just shallow and boring shadows of literary vision and unfortunately kirk star appeal which could have helped lift this film was by the role he was given br br if you can believe it the film version of prize winning sequel the way west also starring kirk is even worse br br in my opinion the big sky further howard place as one of the most overrated tepid directors in the history of cinema,negative
454,where to start ok don't compare this film to fight club for a start ridiculous if it was even a on fight club the violence blood gore etc would be much more evident and realistic secondly this film is no football factory which is so much more real and danny makes nicholas look like an embarrassment fair enough the storyline is quite decent and the fight scenes are well choreographed with a decent ending i might add but the film on the whole is poor seriously poor as people have been mentioning the accents should not spoil a film i disagree either a simple casting error or a lack of effort in the voices caused the film to be irritating all the way through it was obvious from scene one some american was playing the role don't get me wrong good looking guy who looks great with a skin head but no not a football i could go on forever about how ridiculous the football scene was the situation also when the are going to play united up north they go on the train expecting only 3 of them doesn't make any sense this a real of gangsters and thugs which is portrayed in the film to be some mickey mouse cult of about 5 people in terms of accuracy did west ham and not play for the last couple of years they have been in the championship together hmm ten years ok and i'm sure would be able to just into a firm pub basically a very poor film which people will like if they have little knowledge of real football and if you do actually love football and are intrigued by the underworld of you will simply feel as though this film has insulted your intelligence ross george,negative
455,almost the entire film takes place in a public in china there are no fancy sets explosion or glamorous people only fine writing acting and direction hollywood take note br br an estranged son returns home when he believes his father is dying he is surprised to see that dad looks fine and is going about running the family business as usual in fact he notices that his father and his retarded brother have really a close and caring relationship and it soon becomes obvious that he is out of the loop dad is very traditional and this visiting son is from the big city and doesn't really see the value of the old how their relationship changes and where the plot goes from there is exceptional and believable br br i was happy to see that not every chinese movie is an action picture such as those starring jet li or tiger hidden dragon as i don't particularly care for these frenetic films the shower as well as in a small town are two wonderful examples of good chinese films about people,positive
456,i'm a fan of both actors singers especially gackt and when i first discover this movie and watch the trailer i just think this is a silly one after a long waiting time i watched it at last and here's my comment br br i consider everyone knows the storyline and not going to mention about it instead of it my first applause goes to acting generally that japanese movies hasn't got brilliant and acting yet in all cast is simply wonderful and got into it especially gackt reflects his characters emotions and changes pretty well i like many of his scenes both dramatic and humorous ones as for hyde part his acting is good but he deliberately staying in background as an actor respectively as his character do throughout the movie i didn't like some cinematography especially lighting and some colors but due to small budget it still has brilliant moments but the real jewel of the film is story it has some cheesy moments but it's ok for me and the friendship theme of the movie is really well developed and touching at sometimes on the other hand story points out a cruel world which no ones life guaranteed and with some memorable death scenes it reflects this theme to the visuals an interesting note aside this movie has some similarities with excellent vampire movie with the vampire which is also played by the most beautiful not handsome beautiful actors of american cinema actually moon child is somehow can be seen as brother with yet original on it's own only problem that is it's a bit slow sometimes i'm a japanese movie fan and i used to that but it's not change has some useless scenes or characters but all in all this movie is really good and very emotional sometimes as for actors singers duo i hope to see their other movies in future and i recommend this to everyone who likes vampire action sci fiction and romance films 8 10,positive
457,i don't know why this has the fans it does and i don't know why i have even given it the score i have this is preposterous there are many a giallo where one has to suspend disbelief let the picture roll and catch up with it somewhere before it becomes delirious and some poor police officer has to eventually explain what we have seen but this has very little going for it and has overlong sequences where nothing happens and have no relevance to anything while we have to listen to a most repetitive soundtrack even by italian standards not a giallo this is a complete mash of horror ideas featuring kinski in one his most blatant performances i he turned up did a day's work and off leaving mr to get others to fill in is of course pretty but no it is not enough and in the end we have seen far too much of her popping up all over the place long after we have completely lost interest in this mindless and pretentious maybe i just wasn't in the right mood,negative
458,la a k a case of the tail was director sergio follow up to the wonderful giallo della this is the quintessential giallo featuring all the aspects fans of the genre have come to know and love plot beautiful girls black sharp and a bit of gore all come together to make one heck of a piece of italian exploitation br br a group of favorites both in front of and behind the camera work to make this one of the best non around there's the aforementioned martino adding his touches as director giallo great as the writer bruno creating the music and a host of giallo stars and such as george hilton character actor and the anita br br with all this talent behind it does deliver you bet the film works on many different levels it's a thrilling murder mystery a tense and violent horror film and a suspenseful thriller all in all one of the best around br br martino definitely knows what fans want when it comes to at some points in the film he almost seems to be in his approach for example there is a direct rip off of the scene in bird with the crystal where the killer tries to break through the door that actually flick br br are there any problems with the flick hmmm only minor ones first any scenes that aren't following the murders or the budding romance between the two leads begin to bore but just before you fall asleep the killer will pop out of nowhere and you'll be right back in the swing of things br br also towards the end the twists get a little too bizarre i mean what purpose did the really serve if you don't play close attention to the dialogue you could easily become lost with the storyline br br but these minor aside la is a tense suspenseful classy and all around entertaining film for giallo fans seek it out,positive
459,i remember the original series vividly mostly due to it's unique blend of humor and macabre subject matter kolchak was hard bitten from the ben school of big city and his gritty determination and wise ass demeanor made even the most mundane episode watchable my personal was the spanish moss murders due to it's totally original storyline a poor troubled youth from country takes part in a sleep research experiment for the purpose of dream analysis something goes inexplicably wrong and he literally dreams to life a swamp creature the dark folk tales of his youth this seeks out all persons who have the in his conscious state and brutally them to death kolchak and this horrible truth much to the of police captain joe mad dog wonderfully by a grumpy and the head sleep played by second city to understated perfection the funny harrowing finale takes place in the chicago system and is a series highlight kolchak never got any better timeless,positive
460,when i go to see a movie about i'm not expecting oscar performances or writing on the level of the godfather but i do expect the actors to at least not look like their to read their cue cards and dialogue that doesn't sound like it was out 10 minutes before the actor reads it into the camera this movie was just awful i actually got up and left about 25 minutes in and went next door and watched cold creek that wasn't very good either but it seemed like citizen kane compared to this pile of crap on the plus side the girls were very pretty that's probably the only thing that kept me in my seat for longer than the first 5 minutes in fact i left after the one got killed there wasn't anything to hold my interest after that,negative
461,first let me say that notorious is an absolutely charming film very lovingly rendered of its time and subject s gretchen mol is utterly painfully convincing the very soul of the smoothly by ms page herself irving and paula are richly drawn as the working class they were having met paula at movie star news in 1990 i can say that performance is and jared harris as john willie is an genius anyone with an interest in the recorded history of american attitudes toward sexuality must see this movie in a theater preferably where votes made with dollars count more br br second i will allow that i am a producer of material similar to that for which the would become famous which is no way affects my of ms work as the splendid piece that it is but does condition my view of notorious as an act of political resistance of the first order ms harron has crafted a work of subtle along with v for it is a movie about another time for our times br br few readers of this site will be aware that the government they will see in notorious through of the very words in closed is a very close of the one they live under right now while ms harron that she has a political agenda to this film her to the facts and the and way in which she them notorious with the present day the very acts that notorious portrays in loving and accurate detail are defined as obscene by the decency act recently brought to the supreme court as a first case and turned back there at the of the bush administration in other words the delicate and bondage depicted in notorious is today by federal in whatever hostile they choose of course there were no in the or elsewhere on this matter when the was passed of course you know nothing about it because you don't want people in telling you what you can and cannot look at likewise people in probably don't want me telling them what they're allowed to view of course notorious will never be it's hollywood it's up countless will however continue to be by a that has not advanced its aesthetic moral or composition much in 50 years br br in addition notorious no 18 statement which is by the recently voted into law if any media contains images of restraint it is required to make available ex warrant records of age and of all performers notorious fails in this regard also br br in addition to being a splendid piece of entertainment and an nearly accurate historical document notorious will be the against which the bush justice department is itself judged with respect to the equal protection and on perhaps several other grounds in this regard alone a debt of is mary harron you'll be grateful in any case or otherwise if you see this film,positive
462,the arch title doesn't fit this gentle romantic comedy donna reed and tom drake don't have much chemistry but their characters aren't supposed to both are extremely likable and attractive br br the supporting cast is a dream with the exception of annoying faux russian,positive
463,i too was fooled by the i too fell for the gory and the dvd that claims fans as every copy was pulled from shelves though it was 6 99 it wasn't really all that worth it no scares and very limited gore the ending was very cheesy and didn't deliver the punch it should have i really don't even know how it became a video nasty with how very tame it is the story drags the characters are obvious amateur actors it doesn't live up to the promise the dvd bonus feature the interview is very strange as the director appears very incoherent and not all there the lead actress talks like she's appearing in a shakespearean production it's a great laugh,negative
464,i went to see fever pitch with my mom and i can say that we both loved it it wasn't the typical romantic comedy where someone is for the other and blah blah blah you weren't waiting for the climatic first kiss or for them to finally get together it was more real because you saw them through the relationship rather than the whole movie be about them getting together people could actually relate to the film because it didn't seem like extraordinary circumstances or impossible situations it was really funny and i think it was jimmy best performance all in all i would definitely recommend it,positive
465,this horrible the acting costumes production values editing the script everything about this film is as bad as it can get it looks as if it was filmed with a video camera can you give a movie a negative rating watch the ring instead,negative
466,has a very interesting history which is well documented in the section about how it came to be it seems as if destiny to test kamal the director while at the same time secretly to see him complete his masterpiece br br rides on poetry and visual as a result the intensity with which emotions come out achieve a dimension which may not be very real but are very effective and leave an impact on the viewer br br lives the tragedy of and like her own the other stars of the film besides her are the music director background score and joseph the d o p their music and cinematography leaves you spell bound br br is a classic in world cinema it reveals new layers to you every time you watch it again kamal is one of the rare of cinema and he left us all a gift,positive
467,spoilers included this film surely is the best production i've seen so far even though i still have quite a few to check out the house that blood is a horror anthology that contains four uncanny stories involving the of a vicious house in the british countryside a common mistake in productions like this is wasting too much energy on the story that the separate film wisely doesn't pay too much attention to that it simply handles about a scotland yard inspector who comes to the house to investigate the disappearance of the last tenant and like that he learns about the bizarre events that took place there before all four stories in this film are of high quality level and together they make a perfect wholesome high expectations are allowed for this film since it was entirely written by robert yes the same who wrote the novel that resulted in the brilliant horror we're also peter solid and very professional debut as a director br br the four stories  chapters if you will  in the house that blood contain a good diversity in topics but they're almost equally chilling and eerie number one handles about a horror author who comes to the house along with his wife in order to find inspiration for his new book this starts out real well but after a short while his haunted and stalked by the villain of his own imagination the idea in this tale isn't exactly it's very suspenseful and the climax is rather surprising the second story stars hammer horror legend peter cushing as a retired still haunted by the image of an and long lost love he into a wax statue that looks exactly like her cushing is a joy to observe as always and  even though the topic of wax isn't new  this story looks overall fresh and this chapter also contains a couple of delightful shock moments and there's a constant tense atmosphere it's a terrific warm up for what is arguably the best story number 3 another legendary actor in this one as christopher lee gives away a flawless portrayal of a terrified father he's very severe and strict regarding his young daughter and he keeps her in isolation for the outside world not without reason since the little girl shows a bizarre fascination for witchcraft and voodoo besides great acting by lee and the remarkable performance of chloe as the spooky kid this story also has a terrific gothic atmosphere the undertones in this story along with the creepy sound effects of thunder make this story a must for fans of authentic horror the fourth and final story in which a vain horror actor gets controlled by the vampire cloak he wears is slightly weaker then the others when it comes to tension and credibility but that the of subtle humor more or less that there's even a little room for parody in this story as the protagonist refers to co star christopher lee in the dracula series most memorable element in this last chapter is the presence of the gorgeous ingrid pitt the cult queen from the vampire certainly is one of the many highlights in the in particular br br no doubt about house that blood will be greatly appreciated by classic horror fans i truly believe that with a bit of mood this could actually be one of the few movies that'll you and leave a big impression intelligent and compelling horror like it should be highly recommended one extra little remark though this film may may not under any circumstances be confused with the that this latter one is a very irritating and lousy underground 80's slasher that has got nothing in common with this film except for the title it stole,positive
468,this could well be the worst film i've ever seen despite what claims this movie isn't even close to being historically accurate it starts badly and then it's all downhill from there we have hitler's father his own bad luck on the fact that he'd married his niece they were in fact second cousins hitler's mother called his father uncle because had been adopted and raised by grandfather and brought up as his son when he was really his nephew was much older than and so as a child she'd got into the habit of calling uncle br br the scene in the where hitler is by his fellow soldiers and decides to take it out on his dog is simply a disgrace and an insult to the intelligence of all viewers we see hitler chase the dog through the when he catches up with the poor thing he proceeds to it for him in the distance we see and hear his fellow soldiers continue to mock and the cowardly little man but then a shell lands directly on his and every last one we are told is killed outright how then if hitler was the only person to survive the scene did this tale of brutality and come to be told did hitler himself go around about it i don't think so br br next up hitler bullies and a poor out and war weary jewish officer into giving him an iron cross i can only assume that this jewish officer had been a before fighting for the and had brought along some from his shop because i'm certain that iron crosses were not being handed out as shown in this comic farce br br all the grotesque clichés are here not least the and hypnotic effect of music upon the little man if only the producers had kept ian on side then they might have discovered that merry widow was more likely to the boat than any flying from the cannon of richard wagner br br hitler may have been responsible for the deaths of 60 million people but how can he ever be forgiven for his appalling taste in music br br i could go on but i'd be at it for hours br br give it a miss,negative
469,a single mother diane keaton finds herself working several minimum jobs when she gets fired she finds that she is unable to support her sons michael and colin roberts the latter of whom has then she goes to her friend and starts selling drugs soon enough she gets addicted to the drugs that she is selling her life comes crashing down especially when her kids namely her oldest son find out the truth and to leave her then she struggles to redeem herself with the help of her kids but can she protect her family from the drug who she worked for br br wow this lifetime movie has some of the best acting i have ever seen diane keaton overacts a lot and her character comes off as crazy but she was extremely convincing she is much better suited to drama than to comedy however the best performance in the movie comes from michael who plays her oldest son he is perfect as the responsible son who is still young but trying to be the adult in the family his acting was especially great in the scenes where he confronts his mom about the drugs colin roberts who plays the younger son also does a great job br br a movie well worth watching especially because of the acting from michael and diane keaton,positive
470,i really like movies about this one i saw about 2 years ago and it really fu ed my head never before seen such a sick and twisted thing the story is good and the actors do their thing very well i haven't seen the uk or japan version but i have to say that i believe that the german dvd is a bit if you haven't seen the movie already and live in germany maybe you better look out for a dvd from the or the i on dvd contains a lot of very hard and nasty scenes but at the showdown i felt that something was missing about one or two very short scenes br br all in all a good perverted movie with crazy characters and a high level of violence that's what i like miike for,positive
471,kim a witch on the for a mortal lover and james stewart's her choice comedy of manners from the broadway stage shot by james wong in witch color and performed by a sterling cast ernie is wonderful as the writer i love this movie though few others seem to kim alone makes it a winner in my book ha my 5 film of 1958,positive
472,this is a cute little horror spoof comedy featuring peterson aka elvira mistress of the dark the most infamous horror of all time this was meant to be the pilot vehicle for elvira and was so successful that it was picked up by the nbc network they filmed a pilot for a television series to feature the babe in black but unfortunately the sit com never made it past the pilot stage due to it's sexual references this film however is very amusing elvira is the modern day morgan and the queen of the one liners this film was followed up a few years later by the abysmal haunted hills which was meant to be a take off of the old roger corman movies but falls flat on it's face watch this movie instead for a much more entertaining experience,positive
473,do not judge this production by the 2 hour version that was released on vhs in the us which is a choppy and incomprehensible mess i had the pleasure of watching the full length 6 hour version available on dvd from the uk and was the deliberate pace and growing sense of menace are mesmerizing as is the amazing visual and landscape this is an ancient rome we have never seen before and far more authentic than most br br director franco was celebrated for his 1968 mini series of the odyssey and this mini series is equally powerful just as became the best so maria may be the best now i am hoping someday to see version of the that was broadcast on italian tv in 1971 br br i am which version of is more powerful this one or the polish mini series from 2001 each has different virtues and in many ways they one another certainly either one towers over that hollywood camp riot starring peter ustinov,positive
474,first things first this isn't an action movie although there is a lot of action in it i think you can compare it to american sports movies where a team of very bad players succeed in the winning a game or beyond expectation in this case it isn't about football or baseball but in the beginning these street thugs seem to be good for nothing but soon we will find out that they don't want to be thugs and actually achieve something in life it is nice to see them struggle and training i was surprised how funny this movie was from start till the end you will laugh your pants off the young korean actors are very convincing go see this wonderful feel good movie,positive
475,as the maker of this darkness i admit we neglected 3 very important in our end credits the were over sights that could not be once committed nor did the parties involved who saw the movie mention it at the time on behalf of the excellent cast and crew of the film i them an obviously some criticisms posted here are harsh in light of their credit being accidentally our production values were and our special effects were quite special indeed but the plot is very strong and the cinematography by john is superb we hope you the reader enjoy this darkness and the efforts of those who worked their off for free thank you dylan director,positive
476,wow wow wow i have never seen a non preachy documentary on until i saw made in china this film has zero narration and combines footage with sensitive interviews with four teenage workers in china who live inside a factory compound they play with toys jump rope and dance yet the majority of their days and nights consist of work work and work but the footage of their work is and mesmerizing to watch the owner of the factory in china is amazingly open so much so that he hits home the effects of while he the workers following from china to the carnival the film reveals how the local is connected to the global through humor and interesting compelling footage from both cultures one of the most interesting parts in this film is the cross cultural introduction of factory workers and to each other through pictures here the film comes full circle and shows how images can be a point of communication and transformation the film is never preachy is not guilt driven and allows everyone's point of view to be present at the end we the viewers make up our own conclusions about the complexity of the film and,positive
477,why this is called is a puzzle because it's about four women three of whom aren't except wait ah i see it's a title and we all have to i suppose the series itself delicious most of the characters are hell bent on cutting off themselves great fun reminds me of 1976 miniseries of wire where every character and their the br br brady is the only actual mistress and she's getting herself in proper trouble husband is so no chance of a baby there then but at work there's dominic played by uber sexy adam who looks so good that there's no surprise when heavy lust breaks out dominic it turns out has no problems i expect his do probably each carries a little sword and now is inevitably pregnant that way instead what should do is to shut up good and tight and go with it's a miracle what she actually does of course is say to her friends i have to tell my husband no you don't really you don't stop stop br br katie sarah was a mistress once for we learn that she'd had an affair with a married man before the series started she's now taken up with his son the father died of cancer and katie who is a doctor helped him on his journey so she's an has had affairs with two of her patients and is sleeping with the son of the father in ignoring the incestuous undertones it's not going to end well for katie br br jessica is an experimental lesbian she events and she's busy doing a lesbian marriage as the series gets she quickly gets into steamy eye with one of the brides alex played by anna and the script along to a with great however it can't think of a good way of putting the two women in bed together so it a very lame you're not having a night well i can't let you get away with that i'll one and the guests shall be me which achieves the result but isn't exactly i thought script writers were supposed to earn their living lazy interpretation of her character is good alex treats jessica as possibly and body language always points backwards when she's moving forward mind once she's over the wall in she happily goes and for shelley is so mouth that so would a good of the human race given the chance br br which brings us to who's a widow of course there should be plain people in a community but if you're going to have a plain character then you have to something to admire in them it's quite possible to be a and engaging however looks like one of those characters that casting put in a medieval crowd scene after the director said that's ridiculous not every single character would be pretty more you can't find anything to admire in her nothing she's a in a bowl of she does sexy from time to time i won't forget her appearance in bright red with into her for a long time and for all the wrong reasons br br so good fun all round there's easily enough material here for a second series and i hope that they do one i trust they learn one lesson though the characters never take off their in bed having spent abandoned hours of lust afterwards they surface still wearing their or keep the sheets tight wound round their naughty bits after several episodes no yet and you can go beg for a what's this early 21st century so production team are you listening your characters will solve some of their mental problems if they do abandon as well as talk it at least they'll have more fun in the fun scenes poor things in a series dominated by either being in the bedroom or wanted to be in the bedroom or having just been in the bedroom it's a bit silly and a lot that the characters in their underwear br br overall i was going to score 6 top end medium but the series does one trick that's rare enough when each episode ends you always want more and you look forward to the next one with anticipation so i score 7,positive
478,my kid makes better videos than this i feel ripped off of the 4 00 spent renting this thing there is no date on the video case apparently designed by and what's even worse there's no production date for the original film listed anywhere in the movie the only date given is 2002 leading an unsuspecting to believe he's getting a recent film br br this movie was so bad from a standpoint of being outdated and irrelevant for any time period but precisely when it was made that i'm amazed that anyone would take the time and expense to market it as a video it might be of interest to students studying the counter culture of the 1960's the anti war anti establishment tune in turn on and drop out culture but when you read the back of the video case there's no hint that that is what you're getting if you do make the mistake of renting it though it is probably best viewed while on drugs so that your mind will more closely match the of the minds of the directors fassbinder and regardless of your state of mind while watching it i can tell you that it doesn't get any better after the first scene so knowing that i'm sure you'll be fast asleep long before the end,negative
479,this was a really cool movie it just goes to prove that you don't need silly things like continuity and scripts to make a movie it in seconds people get shot and nothing happens to them swords set on fire fight on sinking david is the epitome of and john rhys davies is just the dude i enjoyed this movie but i like s t movies this is the perfect example of a very s t movie that just kicks ass if you like battlefield earth you'll love this film its its fast its silly its br br it also looks as if it was made in 1972,positive
480,i don't what that other review was talking about this definitely isn't a bimbo movie in fact i don't think there was one decent looking girl in it no it's just cheesy poorly done ed wood style science fiction schlock and it's bad i can't even begin to tell you how bad it is i saw it late at night on cable and i was in shock the fact that this movie was ever released is an insult to us all the actors were either friends of the producer or mentally retarded the special effects are a joke and the pace is insanely slow to me though the music tops it all a monkey could write a better theme with a toy do not rent this thing but if you ever see it on cable watch it you'll be amazed at how bad a movie can be,negative
